"date","to_fetch","text"
"2020-07-25 12:17:48",False,"A review of the recent study (now retracted) which connected #5G with #COVID19 

https://t.co/4eEdoiiz1W"
"2020-07-25 12:17:39",True,1286999048747196417
"2020-07-25 12:17:37",True,1286999040610230272
"2020-07-25 12:17:36",True,1286999038160707585
"2020-07-25 12:17:35",True,1286999034864041984
"2020-07-25 12:17:35",True,1286999032544612352
"2020-07-25 12:17:33",True,1286999026165063680
"2020-07-25 12:17:33",True,1286999024306917377
"2020-07-25 12:17:31",True,1286999015373103106
"2020-07-25 12:17:31",True,1286999015180177409
"2020-07-25 12:17:30",False,"The devil's laughing at us. #Catholic #Christian #truth  #COVID19 #coronavirus https://t.co/9n4SbZKIA4"
"2020-07-25 12:17:30",False,"@BitcoinBehemoth Nope😉
#COVID19 #coronavirus #cantstopthetruth https://t.co/kJKYBfW5vm"
"2020-07-25 12:17:29",True,1286999008272158723
"2020-07-25 12:17:23",True,1286998983408152577
"2020-07-25 12:17:22",True,1286998977951367170
"2020-07-25 12:17:21",True,1286998973027418115
"2020-07-25 12:17:16",True,1286998954794680321
"2020-07-25 12:17:12",True,1286998938097192960
"2020-07-25 12:17:12",False,"- today #Croatia has 77 new cases #COVID19 and 5 new death...
- active cases 881...

- @BNODesk https://t.co/3rojpewPLP"
"2020-07-25 12:17:10",True,1286998928286785543
"2020-07-25 12:17:06",True,1286998910154747904
"2020-07-25 12:17:05",True,1286998907499749382
"2020-07-25 12:17:04",False,"How #COVID19 is luring Canadians into the #stockmarket - https://t.co/ePmB76xX4x https://t.co/Wez6uClodr"
"2020-07-25 12:17:01",True,1286998892287066112
"2020-07-25 12:17:00",True,1286998887593459713
"2020-07-25 12:17:00",True,1286998887014768648
"2020-07-25 12:16:59",True,1286998881784532992
"2020-07-25 12:16:54",True,1286998861966344193
"2020-07-25 12:16:51",True,1286998849484136449
"2020-07-25 12:16:50",True,1286998845197434880
"2020-07-25 12:16:48",True,1286998837027102722
"2020-07-25 12:16:48",True,1286998834581770240
"2020-07-25 12:16:47",True,1286998833755557890
"2020-07-25 12:16:45",True,1286998821948596225
"2020-07-25 12:16:41",False,"1,005 new cases and 18 new deaths in the United States 

[13:16 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic"
"2020-07-25 12:16:39",True,1286998797243912193
"2020-07-25 12:16:38",False,"Latest updates on covid19  in Qatar 
#COVID19 https://t.co/IL0ukOXGti"
"2020-07-25 12:16:37",True,1286998788440313856
"2020-07-25 12:16:32",True,1286998768303452160
"2020-07-25 12:16:21",True,1286998725018214407
"2020-07-25 12:16:19",False,"Five new #COVID19 cases in Sorsogon include two teenagers 
https://t.co/meYVYsR1zm
#BicolNews https://t.co/adzr6ZZ6zg"
"2020-07-25 12:16:19",True,1286998713605533696
"2020-07-25 12:16:15",True,1286998697348300800
"2020-07-25 12:16:11",True,1286998679954522112
"2020-07-25 12:16:07",True,1286998665110990849
"2020-07-25 12:16:07",True,1286998662506110979
"2020-07-25 12:16:06",True,1286998659989745665
"2020-07-25 12:16:05",True,1286998657909153794
"2020-07-25 12:16:04",True,1286998651735126016
